date,well_id,qgi_Mscfd,qo_STBd,qw_STBd,Pres_psi,Pwh_psi,Pbh_psi,GOR_scfSTB,water_cut_frac,API_gravity,perm_mD,visc_cp,depth_ft,mix_dens_lbft3,glift_eff,qg_total_Mscfd
2024-02-21,ND-005,88.72,49.2,208.2,2610.3,134.1,2453.7,545.0,0.8116,30.42,336.6,1.711,9494.1,60.56,0.554,115.519
2024-02-22,ND-005,89.18,44.2,232.5,2611.4,138.7,2454.7,572.2,0.8302,30.57,332.4,1.742,9496.1,60.85,0.495,114.46
2024-02-23,ND-005,0.0,9.4,40.3,2574.6,102.3,2420.1,575.6,0.8112,30.52,337.8,1.703,9508.2,61.06,0.0,5.416
2024-02-24,ND-005,89.15,46.2,210.4,2586.3,141.0,2431.1,610.4,0.8134,30.59,347.2,1.683,9500.7,60.56,0.519,117.368
2024-02-25,ND-005,91.37,44.4,219.7,2599.7,130.6,2443.7,571.4,0.8309,30.67,341.9,1.607,9494.0,60.73,0.485,116.716
2024-02-26,ND-005,93.69,45.1,213.7,2583.1,136.6,2428.1,594.7,0.8266,30.48,338.3,1.716,9495.3,60.62,0.482,120.531
2024-02-27,ND-005,93.85,47.8,194.6,2572.2,131.8,2417.9,598.1,0.8091,30.59,345.2,1.683,9489.2,60.36,0.509,122.41
2024-02-28,ND-005,93.82,46.6,224.5,2593.7,131.0,2438.0,552.5,0.8251,30.71,339.6,1.65,9482.7,60.72,0.497,119.578
2024-02-29,ND-005,95.95,47.7,213.2,2600.7,131.2,2444.7,612.1,0.8208,30.53,329.6,1.666,9503.4,60.5,0.497,125.148
2024-03-01,ND-005,94.01,49.8,211.2,2605.5,143.8,2449.2,561.5,0.8075,30.48,338.9,1.713,9497.6,60.51,0.53,122.0
2024-03-02,ND-005,92.58,49.9,219.0,2612.1,138.9,2455.4,578.9,0.8133,30.52,352.1,1.712,9500.1,60.56,0.539,121.441
2024-03-03,ND-005,92.99,47.1,195.2,2574.2,132.1,2419.7,595.7,0.8093,30.53,340.5,1.678,9522.9,60.4,0.506,121.03
2024-03-04,ND-005,93.99,48.7,222.7,2578.1,136.9,2423.4,582.3,0.8161,30.88,348.5,1.663,9499.9,60.61,0.518,122.36
2024-03-05,ND-005,94.64,42.9,199.8,2612.6,141.3,2455.9,600.1,0.8333,30.53,342.5,1.635,9490.7,60.55,0.454,120.402
2024-03-06,ND-005,92.14,47.1,207.6,2600.2,145.9,2444.2,600.9,0.8118,30.65,339.5,1.609,9489.0,60.51,0.511,120.461
2024-03-07,ND-005,92.4,43.2,202.2,2568.7,135.5,2414.6,583.9,0.8254,30.55,337.9,1.637,9489.1,60.59,0.468,117.639
2024-03-08,ND-005,95.25,42.4,214.2,2612.1,130.2,2455.3,589.5,0.8376,30.37,331.0,1.615,9481.5,60.7,0.446,120.276
2024-03-09,ND-005,94.62,47.9,194.4,2589.1,139.1,2433.7,604.6,0.8103,30.74,334.1,1.776,9520.5,60.34,0.506,123.562
2024-03-10,ND-005,93.2,46.2,219.4,2620.5,128.6,2463.3,579.3,0.818,30.64,346.8,1.629,9504.1,60.66,0.495,119.948
2024-03-11,ND-005,89.79,47.3,208.1,2593.9,137.9,2438.2,562.6,0.8144,30.6,343.1,1.684,9479.0,60.58,0.526,116.387
2024-03-12,ND-005,91.67,40.7,199.4,2595.0,136.9,2439.3,572.7,0.8344,30.82,349.0,1.568,9501.4,60.66,0.444,114.994
2024-03-13,ND-005,92.44,49.1,193.0,2589.6,130.4,2434.2,606.1,0.8031,30.78,337.7,1.726,9497.6,60.3,0.531,122.203
2024-03-14,ND-005,92.1,43.0,236.8,2577.3,130.4,2422.7,576.0,0.8433,30.39,342.7,1.618,9511.4,60.89,0.467,116.876
2024-03-15,ND-005,0.0,10.0,41.5,2626.5,98.9,2468.9,575.7,0.8067,30.56,336.3,1.673,9502.8,61.02,0.0,5.733
2024-03-16,ND-005,95.21,46.5,219.1,2598.4,134.2,2442.5,553.9,0.8238,30.39,343.4,1.776,9505.7,60.67,0.488,120.948
2024-03-17,ND-005,93.85,42.7,208.3,2584.4,143.7,2429.4,556.9,0.8266,30.75,340.1,1.799,9489.5,60.69,0.455,117.649
2024-03-18,ND-005,96.99,45.7,206.3,2595.9,132.8,2440.2,585.7,0.8197,30.31,346.6,1.688,9499.8,60.53,0.471,123.74
2024-03-19,ND-005,98.74,48.4,205.2,2564.3,138.5,2410.5,603.1,0.8147,30.42,339.7,1.55,9485.1,60.41,0.49,127.948
2024-03-20,ND-005,97.96,47.1,210.2,2599.2,139.1,2443.3,584.3,0.819,30.46,324.2,1.705,9488.9,60.52,0.481,125.478
2024-03-21,ND-005,94.95,45.5,201.1,2548.9,141.2,2396.0,591.1,0.8079,30.39,339.7,1.615,9518.2,60.49,0.48,121.87
2024-03-22,ND-005,98.97,50.7,225.1,2593.4,136.5,2437.8,586.4,0.8079,30.1,349.4,1.737,9475.4,60.54,0.512,128.698
2024-03-23,ND-005,101.6,45.6,227.6,2573.7,130.4,2419.3,590.7,0.8284,30.42,340.2,1.733,9493.9,60.68,0.449,128.54
2024-03-24,ND-005,103.04,49.7,217.1,2584.4,135.3,2429.4,572.4,0.814,30.37,331.2,1.731,9498.1,60.5,0.482,131.479
2024-03-25,ND-005,102.66,53.4,213.0,2583.0,143.5,2428.0,553.3,0.7983,30.46,338.8,1.756,9490.9,60.4,0.52,132.18
2024-03-26,ND-005,105.49,42.0,228.0,2577.4,134.1,2422.8,573.5,0.8457,30.02,328.1,1.569,9499.7,60.78,0.398,129.569
2024-03-27,ND-005,102.07,45.8,203.2,2584.2,135.8,2429.1,572.8,0.8216,30.39,350.0,1.798,9512.7,60.49,0.449,128.323
2024-03-28,ND-005,104.02,48.5,220.8,2606.8,143.5,2450.4,578.3,0.8197,30.74,332.8,1.56,9495.7,60.55,0.466,132.08
2024-03-29,ND-005,100.67,50.6,206.7,2593.0,144.6,2437.5,605.8,0.8079,30.57,344.1,1.768,9505.7,60.35,0.503,131.342
2024-03-30,ND-005,103.61,54.2,208.2,2612.0,145.1,2455.3,591.2,0.7959,30.42,328.8,1.631,9470.9,60.27,0.523,135.647
2024-03-31,ND-005,101.19,48.2,210.6,2598.3,128.7,2442.4,597.4,0.8148,30.6,339.7,1.65,9491.3,60.46,0.476,129.964
2024-04-01,ND-005,98.22,50.9,192.3,2609.0,145.2,2452.5,574.3,0.7945,30.23,338.3,1.627,9509.7,60.26,0.518,127.451
2024-04-02,ND-005,98.93,41.6,201.4,2576.9,132.7,2422.3,548.0,0.8299,30.45,329.5,1.626,9486.6,60.65,0.421,121.734
2024-04-03,ND-005,94.87,46.5,212.9,2593.5,130.5,2437.9,605.2,0.8248,30.62,339.8,1.608,9503.1,60.55,0.49,123.022
2024-04-04,ND-005,97.26,43.5,217.8,2575.8,137.0,2421.3,566.9,0.8332,30.0,335.4,1.688,9492.0,60.71,0.448,121.943
2024-04-05,ND-005,95.88,46.8,198.3,2575.3,144.6,2420.8,582.3,0.8184,30.26,333.8,1.581,9479.7,60.43,0.489,123.157
2024-04-06,ND-005,97.17,49.2,220.2,2573.8,129.8,2419.4,580.5,0.8128,30.8,337.2,1.621,9488.1,60.56,0.507,125.741
2024-04-07,ND-005,100.48,44.9,224.2,2591.7,143.8,2436.2,593.4,0.8328,30.66,331.8,1.667,9484.9,60.67,0.447,127.136
2024-04-08,ND-005,98.83,50.3,204.9,2591.1,142.9,2435.6,595.4,0.8026,30.33,349.6,1.74,9487.4,60.37,0.509,128.77
2024-04-09,ND-005,97.57,47.0,212.0,2587.1,138.1,2431.9,590.1,0.8187,30.33,343.5,1.627,9492.7,60.53,0.482,125.319
2024-04-10,ND-005,0.0,8.5,40.1,2573.6,101.9,2419.1,579.6,0.8251,30.17,341.4,1.746,9523.3,61.18,0.0,4.949
2024-04-11,ND-005,97.68,51.6,194.5,2548.4,131.2,2395.5,594.9,0.7923,30.19,341.7,1.786,9504.1,60.24,0.528,128.344
2024-04-12,ND-005,94.59,42.7,209.5,2599.9,136.9,2443.9,597.7,0.8336,30.7,327.2,1.793,9479.2,60.64,0.451,120.103
2024-04-13,ND-005,98.21,49.0,203.4,2569.9,142.6,2415.7,588.0,0.8093,30.4,349.5,1.645,9491.2,60.4,0.499,127.021
2024-04-14,ND-005,99.65,49.0,220.1,2574.3,143.7,2419.8,530.1,0.8144,30.8,333.0,1.723,9501.7,60.63,0.492,125.619
2024-04-15,ND-005,100.21,47.9,233.4,2596.4,139.5,2440.6,596.5,0.8248,30.5,332.9,1.631,9486.6,60.66,0.478,128.805
2024-04-16,ND-005,102.92,54.2,219.3,2588.5,137.6,2433.1,552.4,0.804,30.47,333.3,1.625,9479.7,60.43,0.527,132.883
2024-04-17,ND-005,101.63,47.3,216.5,2574.5,145.1,2420.1,610.9,0.8219,30.63,335.9,1.615,9468.9,60.51,0.465,130.514
2024-04-18,ND-005,102.74,44.9,208.5,2590.4,131.8,2435.0,598.5,0.8239,30.77,340.1,1.735,9469.5,60.52,0.437,129.601
2024-04-19,ND-005,105.69,46.8,228.4,2595.3,135.2,2439.6,613.5,0.8295,30.46,349.3,1.656,9503.7,60.6,0.443,134.392
2024-04-20,ND-005,104.58,51.0,215.3,2561.1,141.0,2407.4,582.0,0.8061,30.92,333.6,1.7,9500.6,60.43,0.488,134.271
2024-04-21,ND-005,102.02,43.4,215.5,2529.7,145.5,2377.9,582.9,0.8301,30.93,343.8,1.659,9483.0,60.65,0.425,127.306
2024-04-22,ND-005,100.45,47.8,225.5,2565.8,135.9,2411.9,586.6,0.8222,30.53,335.4,1.705,9487.2,60.62,0.476,128.482
2024-04-23,ND-005,102.24,40.8,214.1,2576.5,141.7,2421.9,593.1,0.8369,30.67,339.9,1.754,9494.1,60.7,0.399,126.433
2024-04-24,ND-005,102.82,42.5,209.8,2598.3,134.9,2442.4,597.3,0.8312,30.39,339.4,1.763,9481.9,60.6,0.414,128.214
2024-04-25,ND-005,102.74,46.7,211.4,2566.7,129.9,2412.7,572.1,0.8211,30.48,325.3,1.693,9495.8,60.53,0.455,129.486
2024-04-26,ND-005,101.44,51.6,213.2,2582.0,136.9,2427.1,557.3,0.8072,29.92,340.7,1.667,9492.7,60.45,0.508,130.176
2024-04-27,ND-005,105.17,45.5,220.1,2587.0,145.2,2431.7,599.4,0.8259,30.95,334.1,1.674,9492.1,60.59,0.433,132.462
2024-04-28,ND-005,106.28,44.2,202.3,2598.1,138.1,2442.2,578.4,0.8274,30.33,341.4,1.671,9500.9,60.49,0.416,131.843
2024-04-29,ND-005,107.57,44.0,198.3,2592.8,128.6,2437.3,574.0,0.8269,30.47,337.9,1.707,9485.9,60.46,0.409,132.857
2024-04-30,ND-005,110.47,45.7,229.2,2575.7,133.6,2421.1,581.5,0.8308,30.69,348.5,1.662,9479.2,60.65,0.414,137.054
2024-05-01,ND-005,100.36,44.2,212.6,2590.2,130.9,2434.8,571.1,0.8255,30.7,340.6,1.71,9482.9,60.63,0.44,125.592
2024-05-02,ND-005,89.99,45.7,216.1,2603.1,124.6,2447.0,600.0,0.8187,30.67,333.8,1.68,9493.5,60.63,0.508,117.411
2024-05-03,ND-005,81.63,39.2,194.2,2573.5,127.9,2419.1,630.5,0.8405,30.23,337.5,1.637,9488.5,60.64,0.48,106.348
2024-05-04,ND-005,78.01,41.8,180.3,2605.9,137.0,2449.5,580.3,0.8157,30.96,330.5,1.663,9496.9,60.52,0.536,102.28
2024-05-05,ND-005,67.46,34.3,174.0,2564.1,118.2,2410.3,600.1,0.8419,30.49,354.8,1.645,9502.1,60.76,0.508,88.032
2024-05-06,ND-005,55.93,35.9,166.1,2571.8,118.9,2417.5,546.8,0.8212,30.63,345.6,1.786,9482.9,60.78,0.641,75.55
2024-05-07,ND-005,48.61,38.6,139.8,2600.5,128.0,2444.4,585.5,0.79,30.54,340.4,1.653,9506.0,60.36,0.795,71.22
2024-05-08,ND-005,44.39,29.3,147.3,2597.5,122.8,2441.7,598.3,0.8359,30.59,337.6,1.724,9488.6,60.85,0.661,61.947
2024-05-09,ND-005,39.43,26.5,128.7,2559.1,123.8,2405.6,579.8,0.8304,30.31,336.1,1.651,9502.4,60.83,0.673,54.813
2024-05-10,ND-005,33.61,25.3,114.1,2588.9,122.8,2433.5,607.4,0.816,30.09,355.9,1.634,9496.8,60.71,0.752,48.965
2024-05-11,ND-005,31.36,27.2,108.4,2561.2,110.6,2407.5,608.9,0.8028,30.43,333.0,1.616,9482.9,60.54,0.866,47.897
2024-05-12,ND-005,25.49,19.7,94.4,2563.8,121.6,2410.0,567.6,0.8238,30.49,340.4,1.627,9488.9,60.88,0.774,36.691
2024-05-13,ND-005,23.37,17.9,87.0,2589.8,114.5,2434.4,587.3,0.8267,31.01,331.8,1.74,9491.1,60.86,0.768,33.903
2024-05-14,ND-005,23.86,21.8,85.0,2567.0,122.1,2413.0,614.5,0.8001,30.43,343.1,1.756,9487.4,60.51,0.915,37.278
2024-05-15,ND-005,19.74,15.8,75.8,2572.1,119.8,2417.8,568.2,0.828,30.11,340.8,1.677,9491.5,60.89,0.802,28.731
2024-05-16,ND-005,16.69,15.6,62.8,2587.9,113.1,2432.6,576.3,0.796,30.74,333.3,1.743,9482.7,60.63,0.937,25.693
2024-05-17,ND-005,15.28,12.7,60.5,2588.2,107.0,2432.9,584.6,0.8277,30.52,341.4,1.678,9472.5,60.86,0.832,22.721
2024-05-18,ND-005,15.82,14.7,62.0,2557.4,111.5,2404.0,594.2,0.8085,30.82,337.7,1.71,9472.2,60.68,0.929,24.552
2024-05-19,ND-005,15.0,11.8,61.4,2598.2,101.5,2442.3,576.1,0.8345,30.28,332.2,1.628,9478.4,61.0,0.79,21.825
2024-05-20,ND-005,15.0,13.3,54.9,2599.8,105.5,2443.8,578.5,0.8115,30.43,332.5,1.71,9495.6,60.65,0.889,22.715
2024-05-21,ND-005,15.0,13.3,56.3,2562.1,106.9,2408.3,581.4,0.8137,30.42,334.2,1.738,9508.9,60.69,0.889,22.752
2024-05-22,ND-005,15.0,12.5,56.9,2564.2,118.1,2410.3,574.2,0.8219,30.72,341.7,1.78,9499.5,60.81,0.831,22.158
2024-05-23,ND-005,15.0,13.6,56.7,2560.2,108.1,2406.5,568.0,0.807,31.1,343.2,1.722,9485.9,60.69,0.908,22.733
2024-05-24,ND-005,15.0,12.5,62.9,2556.2,114.5,2402.8,586.4,0.8308,30.53,339.4,1.626,9486.7,60.95,0.834,22.333
2024-05-25,ND-005,15.0,14.8,58.8,2590.8,110.6,2435.4,600.3,0.7964,30.25,329.6,1.58,9493.5,60.59,0.987,23.888
2024-05-26,ND-005,15.0,12.0,56.7,2568.1,116.6,2414.0,618.0,0.8243,30.45,328.9,1.65,9493.5,60.79,0.801,22.427
2024-05-27,ND-005,15.0,13.4,55.2,2581.9,113.2,2427.0,553.8,0.8057,30.44,348.9,1.645,9491.7,60.69,0.896,22.442
2024-05-28,ND-005,15.0,13.6,56.6,2577.1,115.6,2422.5,588.6,0.8047,30.51,343.1,1.533,9498.1,60.66,0.908,23.018
2024-05-29,ND-005,15.0,13.9,57.1,2589.4,114.2,2434.0,555.3,0.8069,30.42,348.6,1.739,9482.2,60.7,0.925,22.702
2024-05-30,ND-005,15.0,14.4,58.6,2578.8,118.7,2424.1,578.2,0.8018,30.61,343.4,1.69,9501.3,60.66,0.957,23.302
2024-05-31,ND-005,15.0,13.3,59.0,2558.9,112.5,2405.3,595.8,0.8171,30.48,335.0,1.677,9505.8,60.75,0.888,22.933
2024-06-01,ND-005,15.0,12.5,62.7,2583.2,121.2,2428.2,598.8,0.8306,30.37,345.4,1.625,9515.2,60.93,0.833,22.485
2024-06-02,ND-005,15.0,13.0,57.2,2567.8,115.6,2413.7,591.1,0.8189,30.64,346.5,1.632,9510.8,60.73,0.87,22.713
2024-06-03,ND-005,15.0,11.6,55.9,2586.9,111.0,2431.7,608.7,0.8375,30.08,334.7,1.709,9483.0,60.82,0.775,22.081
2024-06-04,ND-005,15.0,13.6,56.2,2564.2,107.3,2410.3,610.8,0.8068,30.75,332.5,1.703,9509.9,60.62,0.906,23.299
2024-06-05,ND-005,15.0,13.0,57.3,2555.5,110.9,2402.1,580.0,0.8143,30.75,342.1,1.68,9506.9,60.76,0.868,22.554
2024-06-06,ND-005,15.0,11.7,60.5,2581.4,110.0,2426.5,586.9,0.8303,30.49,341.0,1.615,9487.2,60.97,0.778,21.851
2024-06-07,ND-005,0.0,8.0,38.8,2585.2,80.4,2430.1,561.6,0.8215,30.44,340.8,1.69,9515.3,61.25,0.0,4.518
2024-06-08,ND-005,15.0,12.4,57.6,2581.0,104.7,2426.1,589.5,0.822,30.39,346.5,1.563,9489.8,60.82,0.825,22.292
2024-06-09,ND-005,15.0,14.6,58.0,2572.1,119.2,2417.7,590.4,0.7987,30.47,330.3,1.588,9494.3,60.6,0.973,23.618
2024-06-10,ND-005,15.0,11.8,57.1,2582.0,115.4,2427.1,576.9,0.8291,30.53,337.4,1.722,9497.2,60.89,0.786,21.803
2024-06-11,ND-005,15.0,14.1,58.0,2593.7,114.6,2438.1,615.0,0.8091,30.5,341.6,1.679,9491.5,60.61,0.942,23.692
2024-06-12,ND-005,15.0,14.7,54.1,2585.7,110.6,2430.5,589.1,0.7827,30.89,334.7,1.723,9502.8,60.47,0.977,23.632
2024-06-13,ND-005,15.0,14.5,57.7,2557.3,107.5,2403.8,631.7,0.7983,30.4,332.0,1.778,9508.6,60.54,0.967,24.159
2024-06-14,ND-005,15.0,12.0,61.0,2568.8,102.6,2414.7,575.4,0.8351,30.2,341.4,1.722,9496.5,60.98,0.797,21.877
2024-06-15,ND-005,15.0,13.2,60.4,2596.4,107.9,2440.7,575.5,0.8172,30.47,328.8,1.699,9490.5,60.84,0.877,22.572
2024-06-16,ND-005,15.0,14.4,57.8,2585.2,112.0,2430.1,569.7,0.8072,30.8,337.1,1.619,9507.1,60.64,0.959,23.199
2024-06-17,ND-005,15.0,13.5,59.7,2579.3,109.8,2424.6,565.2,0.8111,30.61,340.6,1.63,9483.6,60.8,0.898,22.614
2024-06-18,ND-005,15.0,12.9,57.9,2588.2,114.5,2432.9,601.3,0.818,30.68,334.0,1.719,9482.9,60.76,0.857,22.727
2024-06-19,ND-005,15.0,13.5,58.7,2567.0,104.8,2413.0,578.1,0.8111,30.19,351.4,1.612,9481.3,60.75,0.902,22.824
2024-06-20,ND-005,15.0,11.8,58.7,2558.2,110.1,2404.7,591.1,0.827,30.62,343.9,1.744,9494.4,60.91,0.787,21.978
2024-06-21,ND-005,15.0,12.7,57.5,2610.1,114.4,2453.5,582.4,0.8223,30.68,340.5,1.62,9499.4,60.79,0.845,22.381
2024-06-22,ND-005,15.0,12.5,66.8,2561.5,105.4,2407.8,586.5,0.8357,30.52,334.6,1.689,9475.4,61.04,0.832,22.319
2024-06-23,ND-005,15.0,10.8,56.5,2579.8,116.2,2425.0,573.2,0.8433,30.66,347.1,1.704,9496.3,60.98,0.72,21.192
2024-06-24,ND-005,15.0,13.1,59.3,2569.6,99.0,2415.5,573.4,0.8187,30.97,337.3,1.648,9503.8,60.81,0.877,22.54
2024-06-25,ND-005,15.0,11.6,57.2,2601.5,113.6,2445.4,571.1,0.8372,30.47,344.3,1.577,9466.9,60.92,0.773,21.619
2024-06-26,ND-005,15.0,13.6,58.3,2583.9,120.4,2428.8,594.9,0.8104,30.44,340.1,1.663,9516.7,60.7,0.906,23.084
2024-06-27,ND-005,15.0,12.8,59.3,2582.6,94.5,2427.7,582.0,0.821,30.65,336.0,1.686,9487.0,60.83,0.854,22.453
2024-06-28,ND-005,15.0,13.0,54.2,2555.3,110.2,2401.9,563.9,0.8152,30.8,331.1,1.797,9499.8,60.69,0.865,22.317
2024-06-29,ND-005,15.0,11.0,59.3,2579.7,101.8,2424.9,560.0,0.8456,30.17,344.6,1.709,9486.5,61.06,0.731,21.14
2024-06-30,ND-005,15.0,12.9,60.4,2562.0,102.3,2408.2,567.5,0.8234,30.61,342.8,1.71,9490.7,60.87,0.86,22.32
2024-07-01,ND-005,15.0,14.5,56.9,2588.9,112.9,2433.6,573.6,0.7957,30.26,343.7,1.607,9474.8,60.6,0.968,23.331
2024-07-02,ND-005,15.0,12.0,58.7,2563.2,111.0,2409.4,592.4,0.8302,30.43,344.8,1.685,9493.5,60.88,0.802,22.128
2024-07-03,ND-005,15.0,14.6,58.7,2583.5,106.8,2428.5,583.0,0.805,30.36,334.0,1.683,9513.7,60.63,0.974,23.514
2024-07-04,ND-005,15.0,12.5,59.5,2582.3,101.9,2427.4,597.2,0.8239,30.59,344.9,1.67,9506.8,60.84,0.835,22.484
2024-07-05,ND-005,15.0,12.0,57.2,2564.0,120.7,2410.2,572.1,0.8307,30.56,334.4,1.744,9492.0,60.87,0.803,21.893
2024-07-06,ND-005,15.0,13.0,58.7,2568.2,115.1,2414.1,600.0,0.8196,30.33,344.2,1.794,9467.6,60.77,0.866,22.795
2024-07-07,ND-005,15.0,12.3,57.4,2563.8,108.0,2410.0,583.5,0.8264,30.45,336.9,1.699,9490.6,60.83,0.82,22.175
2024-07-08,ND-005,15.0,11.9,62.1,2565.3,111.4,2411.4,549.3,0.8389,30.21,338.7,1.712,9484.0,61.05,0.792,21.522
2024-07-09,ND-005,15.0,13.1,57.6,2565.1,114.9,2411.2,591.3,0.8095,30.54,350.2,1.691,9496.7,60.74,0.874,22.752
2024-07-10,ND-005,15.0,14.0,54.7,2582.0,115.7,2427.1,611.9,0.7982,30.76,337.0,1.7,9489.5,60.53,0.933,23.561
2024-07-11,ND-005,15.0,12.6,59.4,2584.2,101.1,2429.2,599.4,0.828,30.46,338.1,1.695,9497.1,60.83,0.843,22.579
2024-07-12,ND-005,15.0,13.6,57.4,2569.0,111.6,2414.8,605.4,0.816,30.74,344.1,1.56,9507.2,60.66,0.906,23.231
2024-07-13,ND-005,15.0,12.9,57.3,2599.9,109.3,2443.9,584.6,0.8179,30.12,334.8,1.768,9472.7,60.76,0.861,22.546
2024-07-14,ND-005,15.0,12.0,57.6,2532.3,112.5,2380.4,598.3,0.8305,30.26,335.6,1.72,9478.8,60.85,0.797,22.15
2024-07-15,ND-005,15.0,13.0,57.4,2558.4,110.7,2404.9,596.1,0.8147,30.8,344.7,1.724,9489.5,60.74,0.864,22.723
2024-07-16,ND-005,15.0,13.4,57.1,2553.6,114.5,2400.3,599.2,0.8075,30.05,339.2,1.597,9482.9,60.68,0.89,23.002
2024-07-17,ND-005,15.0,12.5,57.9,2545.3,99.9,2392.6,595.3,0.8192,30.89,332.6,1.662,9498.4,60.8,0.835,22.459
2024-07-18,ND-005,15.0,11.9,57.9,2559.4,108.4,2405.9,586.3,0.8377,31.07,335.3,1.741,9468.4,60.88,0.794,21.982
2024-07-19,ND-005,15.0,13.9,60.0,2559.0,116.7,2405.4,589.9,0.8118,30.58,335.2,1.73,9509.6,60.73,0.925,23.186
2024-07-20,ND-005,15.0,13.7,61.1,2541.9,118.7,2389.4,619.1,0.8159,30.63,342.6,1.651,9496.0,60.74,0.912,23.465
2024-07-21,ND-005,15.0,13.4,56.0,2550.4,114.1,2397.4,578.1,0.809,30.59,331.5,1.65,9501.9,60.68,0.892,22.732
2024-07-22,ND-005,15.0,12.3,61.1,2575.8,106.6,2421.3,578.9,0.8263,30.34,342.2,1.699,9504.5,60.94,0.819,22.115
2024-07-23,ND-005,15.0,12.4,56.3,2572.0,109.9,2417.7,549.9,0.8193,30.53,331.2,1.647,9489.0,60.84,0.823,21.792
2024-07-24,ND-005,15.0,12.4,58.3,2558.3,116.3,2404.8,590.9,0.8212,29.9,335.6,1.59,9500.6,60.83,0.827,22.326
2024-07-25,ND-005,15.0,11.7,57.9,2568.3,111.8,2414.2,588.7,0.8286,30.66,332.8,1.628,9499.8,60.9,0.779,21.876
2024-07-26,ND-005,15.0,13.3,58.2,2586.5,113.5,2431.3,559.0,0.8126,30.92,348.2,1.551,9491.4,60.79,0.884,22.411
2024-07-27,ND-005,15.0,13.5,56.2,2576.3,103.8,2421.8,565.5,0.8087,30.52,349.3,1.692,9472.4,60.69,0.903,22.658
2024-07-28,ND-005,15.0,12.6,55.8,2608.1,107.9,2451.6,574.0,0.819,30.77,348.9,1.759,9488.4,60.76,0.842,22.25
2024-07-29,ND-005,15.0,13.5,55.5,2594.1,119.3,2438.4,563.1,0.8083,30.3,338.1,1.705,9509.9,60.68,0.899,22.591
2024-07-30,ND-005,15.0,13.0,60.6,2570.0,112.0,2415.8,583.3,0.8159,30.59,340.0,1.689,9499.6,60.84,0.867,22.586
2024-07-31,ND-005,15.0,11.5,57.4,2577.4,112.6,2422.8,571.3,0.837,30.08,351.6,1.689,9495.4,60.94,0.765,21.557
2024-08-01,ND-005,15.0,13.9,60.7,2560.2,104.6,2406.6,571.9,0.8064,30.36,342.9,1.691,9508.1,60.77,0.926,22.943
2024-08-02,ND-005,15.0,11.5,60.6,2545.6,108.4,2392.9,608.7,0.8402,30.24,328.0,1.67,9482.8,60.96,0.767,22.004
2024-08-03,ND-005,15.0,11.6,59.8,2590.2,105.4,2434.8,594.7,0.8356,30.59,330.8,1.607,9491.7,60.95,0.773,21.892
2024-08-04,ND-005,15.0,13.6,56.8,2555.3,115.4,2402.0,619.5,0.8134,30.19,341.4,1.74,9526.2,60.61,0.909,23.449
2024-08-05,ND-005,15.0,11.2,60.6,2574.3,107.7,2419.8,572.2,0.841,30.48,339.5,1.692,9505.3,61.05,0.744,21.386
2024-08-06,ND-005,15.0,12.6,56.0,2545.4,112.9,2392.7,592.9,0.8164,30.47,337.1,1.617,9516.9,60.75,0.838,22.453
2024-08-07,ND-005,15.0,12.6,55.0,2578.7,104.2,2424.0,594.6,0.8175,30.62,342.6,1.707,9471.2,60.71,0.838,22.472
2024-08-08,ND-005,15.0,13.2,58.0,2580.4,117.4,2425.6,600.3,0.8146,30.58,348.9,1.763,9489.4,60.73,0.88,22.928
2024-08-09,ND-005,15.0,13.2,55.1,2575.0,110.4,2420.5,578.4,0.8102,30.43,338.6,1.688,9502.7,60.67,0.881,22.646
2024-08-10,ND-005,15.0,12.9,56.5,2561.7,102.5,2408.0,591.9,0.8147,30.68,339.3,1.646,9495.1,60.72,0.861,22.649
2024-08-11,ND-005,15.0,12.1,53.5,2588.8,110.3,2433.5,598.7,0.8193,30.49,329.2,1.619,9477.2,60.7,0.809,22.269
2024-08-12,ND-005,15.0,11.1,63.2,2579.8,109.2,2425.0,580.3,0.8437,30.88,343.2,1.739,9491.4,61.11,0.741,21.451
2024-08-13,ND-005,15.0,11.0,61.8,2553.7,111.4,2400.5,567.4,0.8447,30.78,333.1,1.605,9481.7,61.1,0.736,21.261
2024-08-14,ND-005,15.0,12.4,58.5,2537.7,115.2,2385.5,581.6,0.824,30.24,338.1,1.621,9485.1,60.86,0.824,22.192
2024-08-15,ND-005,15.0,12.0,58.8,2575.0,108.9,2420.5,585.9,0.8244,30.35,335.9,1.586,9505.5,60.89,0.803,22.057
2024-08-16,ND-005,15.0,14.4,52.3,2522.8,96.1,2371.4,564.6,0.7935,30.31,338.5,1.591,9492.1,60.47,0.961,23.136
2024-08-17,ND-005,15.0,12.5,59.2,2574.5,111.6,2420.0,585.0,0.8233,30.15,337.4,1.696,9486.3,60.85,0.834,22.32
2024-08-18,ND-005,15.0,12.8,58.1,2542.6,112.8,2390.1,575.3,0.8181,30.43,343.6,1.709,9495.2,60.81,0.854,22.369
2024-08-19,ND-005,15.0,11.3,56.0,2562.1,103.1,2408.4,571.4,0.8386,30.11,337.6,1.65,9495.0,60.92,0.754,21.462
2024-08-20,ND-005,15.0,13.6,56.0,2560.8,108.0,2407.1,594.0,0.8036,30.45,351.0,1.738,9501.3,60.64,0.904,23.058
